Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,487103,-,-,-,51.45,5.54,0,19,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,
2018,1,1,16,30,5.5,0,0,0,6,5.2,0,0,0,0,4.624,97.61,97.41,0.29,993,2.7,140,1.6,N/A
2018,1,1,17,30,5,0,0,0,7,4.9,0,0,0,0,4.624,99.07000000000001,106.04,0.34,993,3.2,113,1,N/A
2018,1,1,18,30,4.7,0,0,0,7,4.4,0,0,0,0,4.624,98.15,115.18,0.39,993,3.7,202,1,N/A
2018,1,1,19,30,4.7,0,0,0,6,4.2,0,0,0,0,4.624,96.63,124.51,0.45,994,4.1000000000000005,302,2.5,N/A
2018,1,1,20,30,4.9,0,0,0,4,4.4,0,0,0,0,4.624,96.45,133.61,0.5,996,4.5,290,3.6,N/A
2018,1,1,21,30,5.1000000000000005,0,0,0,7,4.7,0,0,0,0,4.624,97.53,141.88,0.55,997,4.800000000000001,279,3.9000000000000004,N/A
2018,1,1,22,30,4.9,0,0,0,6,4.800000000000001,0,0,0,0,4.624,99.2,148.32,0.6,998,5,271,4.1000000000000005,N/A
2018,1,1,23,30,4.800000000000001,0,0,0,8,4.5,0,0,0,0,4.624,97.84,151.4,0.63,999,5.1000000000000005,268,4.1000000000000005,N/A
2018,1,2,0,30,4.6000000000000005,0,0,0,4,4.2,0,0,0,0,4.624,97.44,149.99,0.62,1000,4.9,261,3.8000000000000003,N/A
2018,1,2,1,30,4.800000000000001,0,0,0,4,4.3,0,0,0,0,4.624,96.33,144.66,0.58,1001,4.7,259,4,N/A
2018,1,2,2,30,5,0,0,0,4,4.5,0,0,0,0,4.624,96.60000000000001,136.94,0.53,1002,4.3,264,4.3,N/A
2018,1,2,3,30,5.2,0,0,0,4,4.7,0,0,0,0,4.624,96.37,128.07,0.48,1003,3.9000000000000004,271,4.7,N/A
2018,1,2,4,30,5.300000000000001,0,0,0,4,4.800000000000001,0,0,0,0,4.624,96.46000000000001,118.77,0.42,1004,3.4000000000000004,275,4.9,N/A
2018,1,2,5,30,5.2,0,0,0,4,4.800000000000001,0,0,0,0,4.624,97.02,109.51,0.37,1005,3,275,4.9,N/A
2018,1,2,6,30,4.800000000000001,0,0,0,4,4.5,0,0,0,0,4.624,98.09,100.64,0.32,1006,2.5,271,4.6000000000000005,N/A
2018,1,2,7,30,4.5,0,0,0,4,4.1000000000000005,0,0,0,0,4.624,97.52,92.48,0.26,1007,2,266,4.4,N/A
2018,1,2,8,30,4.7,34,209,52,4,3.9000000000000004,5,0,3,5,4.624,94.79,85.23,0.21,1008,1.4000000000000001,260,4.2,N/A
2018,1,2,9,30,5.4,58,460,141,4,4.3,10,0,3,10,4.624,92.38,79.69,0.17,1009,0.9,251,3.9000000000000004,N/A
2018,1,2,10,30,5.9,69,574,208,7,4.6000000000000005,10,0,3,10,4.624,91.54,75.94,0.13,1009,0.4,240,3.9000000000000004,N/A
2018,1,2,11,30,6.300000000000001,72,618,239,6,4.7,12,0,0,12,4.624,89.54,74.33,0.11,1008,0.1,233,4.1000000000000005,N/A
2018,1,2,12,30,6.5,72,593,225,6,4.4,11,0,3,11,4.624,86.71000000000001,75.03,0.11,1008,0.6000000000000001,228,4.2,N/A
2018,1,2,13,30,6.300000000000001,61,527,171,6,4.2,9,0,3,9,4.624,86.56,77.96000000000001,0.14,1008,1.1,221,3.9000000000000004,N/A
2018,1,2,14,30,5.800000000000001,44,352,87,7,4.1000000000000005,6,0,3,6,4.624,89.04,82.84,0.18,1007,1.7000000000000002,209,3.7,N/A
2018,1,2,15,30,5.4,0,0,0,7,4.2,0,0,0,0,4.624,92.17,89.09,0.23,1006,2.2,197,4,N/A
2018,1,2,16,30,5.1000000000000005,0,0,0,6,4.3,0,0,0,0,4.624,94.83,97.28,0.29,1005,2.7,188,4.4,N/A
2018,1,2,17,30,5,0,0,0,6,4.2,0,0,0,0,4.624,94.85000000000001,105.9,0.34,1004,3.2,183,5,N/A
2018,1,2,18,30,5.2,0,0,0,7,4.1000000000000005,0,0,0,0,4.624,92.8,115.04,0.39,1002,3.7,186,6.1000000000000005,N/A
2018,1,2,19,30,5.4,0,0,0,6,4.2,0,0,0,0,4.624,92.25,124.37,0.45,1000,4.1000000000000005,196,7,N/A
2018,1,2,20,30,5.5,0,0,0,6,4.5,0,0,0,0,4.624,93.15,133.47,0.5,999,4.5,202,6.800000000000001,N/A
2018,1,2,21,30,5.7,0,0,0,6,4.800000000000001,0,0,0,0,4.624,93.63,141.75,0.55,997,4.800000000000001,201,5.9,N/A
2018,1,2,22,30,6.1000000000000005,0,0,0,6,5.2,0,0,0,0,4.624,93.64,148.19,0.6,995,5,197,5.800000000000001,N/A
2018,1,2,23,30,6.300000000000001,0,0,0,6,5.9,0,0,0,0,4.624,96.97,151.3,0.63,994,5.1000000000000005,196,6,N/A
2018,1,3,0,30,8.9,0,0,0,8,7.4,0,0,0,0,4.624,90.13,149.93,0.62,990,4.9,202,7.9,N/A
2018,1,3,1,30,10.4,0,0,0,7,9,0,0,0,0,4.624,91.33,144.63,0.58,987,4.7,212,9.5,N/A
2018,1,3,2,30,11.100000000000001,0,0,0,8,9.8,0,0,0,0,4.624,92,136.94,0.53,984,4.3,226,10,N/A
2018,1,3,3,30,11,0,0,0,6,10.5,0,0,0,0,4.624,96.47,128.07,0.48,983,3.9000000000000004,248,9.9,N/A
2018,1,3,4,30,9.4,0,0,0,7,9.200000000000001,0,0,0,0,4.624,98.8,118.77,0.42,984,3.4000000000000004,266,9.3,N/A
2018,1,3,5,30,7.5,0,0,0,6,6.1000000000000005,0,0,0,0,4.624,90.78,109.51,0.37,985,3,264,8.5,N/A
2018,1,3,6,30,6.7,0,0,0,7,4.6000000000000005,0,0,0,0,4.624,86.74,100.63,0.32,986,2.5,260,8.3,N/A
2018,1,3,7,30,6.2,0,0,0,4,3.5,0,0,0,0,4.624,83.13,92.47,0.26,986,2,257,8.5,N/A
2018,1,3,8,30,6.2,37,31,39,4,3.6,5,0,3,5,4.624,83.41,85.2,0.21,986,1.4000000000000001,254,9.1,N/A
2018,1,3,9,30,6.6000000000000005,92,90,109,7,4.2,8,0,3,8,4.624,84.60000000000001,79.65,0.17,986,0.9,254,10,N/A
2018,1,3,10,30,7.1000000000000005,133,131,165,6,4.7,10,0,3,10,4.624,84.74,75.87,0.13,987,0.4,257,10.8,N/A
2018,1,3,11,30,7.6000000000000005,148,166,193,4,4.9,19,0,0,19,4.624,82.81,74.24,0.11,988,0.1,262,11.100000000000001,N/A
2018,1,3,12,30,8,118,307,198,7,4.9,11,0,0,11,4.624,81.04,74.92,0.11,989,0.6000000000000001,266,10.9,N/A
2018,1,3,13,30,7.9,95,266,151,7,5,9,0,3,9,4.624,81.89,77.84,0.14,991,1.1,267,10.4,N/A
2018,1,3,14,30,7.6000000000000005,61,85,72,4,5,7,0,3,7,4.624,83.63,82.72,0.18,992,1.7000000000000002,267,9.700000000000001,N/A
2018,1,3,15,30,7.2,3,0,3,4,5,3,0,5,3,4.624,85.85000000000001,88.97,0.23,993,2.2,265,8.9,N/A
2018,1,3,16,30,6.9,0,0,0,4,5,0,0,0,0,4.624,87.59,97.14,0.28,994,2.7,263,8.4,N/A
2018,1,3,17,30,6.800000000000001,0,0,0,4,5,0,0,0,0,4.624,88.31,105.76,0.34,994,3.2,262,8,N/A
2018,1,3,18,30,6.9,0,0,0,4,5.1000000000000005,0,0,0,0,4.624,88.07000000000001,114.9,0.39,995,3.7,261,7.7,N/A
2018,1,3,19,30,6.800000000000001,0,0,0,4,5,0,0,0,0,4.624,88.14,124.23,0.45,995,4.1000000000000005,261,7.300000000000001,N/A
2018,1,3,20,30,6.7,0,0,0,4,4.9,0,0,0,0,4.624,88.36,133.33,0.5,996,4.5,259,7.1000000000000005,N/A
2018,1,3,21,30,6.6000000000000005,0,0,0,4,4.9,0,0,0,0,4.624,88.66,141.61,0.55,996,4.800000000000001,256,7,N/A
2018,1,3,22,30,6.4,0,0,0,4,4.800000000000001,0,0,0,0,4.624,89.56,148.06,0.6,996,5,253,6.5,N/A
2018,1,3,23,30,6.2,0,0,0,7,4.7,0,0,0,0,4.624,90.04,151.19,0.63,996,5.1000000000000005,250,6.1000000000000005,N/A
2018,1,4,0,30,5.4,0,0,0,1,4.5,0,0,0,0,4.624,94.11,149.86,0.62,996,4.9,245,5.5,N/A
2018,1,4,1,30,5.1000000000000005,0,0,0,7,4.4,0,0,0,0,4.624,95.54,144.59,0.58,996,4.7,244,5.300000000000001,N/A
2018,1,4,2,30,4.9,0,0,0,8,4.4,0,0,0,0,4.624,96.42,136.92000000000002,0.53,996,4.3,243,5.1000000000000005,N/A
2018,1,4,3,30,4.800000000000001,0,0,0,0,4.4,0,0,0,0,4.624,96.93,128.07,0.48,996,3.9000000000000004,242,4.9,N/A
2018,1,4,4,30,4.800000000000001,0,0,0,7,4.4,0,0,0,0,4.624,97.3,118.77,0.42,995,3.4000000000000004,236,4.6000000000000005,N/A
2018,1,4,5,30,4.9,0,0,0,4,4.5,0,0,0,0,4.624,97.27,109.5,0.37,995,3,230,4.4,N/A
2018,1,4,6,30,5.1000000000000005,0,0,0,6,4.7,0,0,0,0,4.624,97.33,100.61,0.32,995,2.5,225,4.3,N/A
2018,1,4,7,30,5.5,0,0,0,6,5,0,0,0,0,4.624,96.83,92.44,0.26,995,2,221,4.2,N/A
2018,1,4,8,30,6,36,147,48,6,5.4,5,0,3,5,4.624,95.94,85.16,0.21,994,1.4000000000000001,218,3.9000000000000004,N/A
2018,1,4,9,30,6.4,58,432,136,6,5.7,8,0,3,8,4.625,95.13,79.59,0.17,993,0.9,207,3.5,N/A
2018,1,4,10,30,6.7,64,575,205,7,5.800000000000001,10,0,3,10,4.625,93.8,75.79,0.13,992,0.4,192,3.3000000000000003,N/A
2018,1,4,11,30,6.800000000000001,70,599,234,7,5.7,11,0,0,11,4.625,92.81,74.14,0.1,990,0.1,179,3.1,N/A
2018,1,4,12,30,7,78,529,216,7,5.800000000000001,53,0,0,53,4.625,92.39,74.8,0.11,989,0.6000000000000001,186,3.2,N/A
2018,1,4,13,30,8.1,82,363,159,8,6.6000000000000005,41,0,3,41,4.625,89.97,77.71000000000001,0.14,988,1.1,217,4.1000000000000005,N/A
2018,1,4,14,30,9.9,60,137,78,4,8.5,7,0,3,7,4.625,90.89,82.58,0.18,987,1.7000000000000002,246,5.800000000000001,N/A
2018,1,4,15,30,10.700000000000001,9,4,9,7,10.100000000000001,9,4,5,9,4.625,95.92,88.85000000000001,0.23,987,2.2,253,7.2,N/A
2018,1,4,16,30,10.200000000000001,0,0,0,8,9.700000000000001,0,0,0,0,4.625,96.53,96.99000000000001,0.28,988,2.7,253,7.4,N/A
2018,1,4,17,30,9.3,0,0,0,4,8.700000000000001,0,0,0,0,4.625,95.87,105.61,0.34,988,3.2,255,7.4,N/A
2018,1,4,18,30,8.4,0,0,0,4,7.300000000000001,0,0,0,0,4.625,92.81,114.75,0.39,989,3.7,256,7.5,N/A
2018,1,4,19,30,7.800000000000001,0,0,0,4,5.9,0,0,0,0,4.625,87.52,124.08,0.45,990,4.1000000000000005,255,7.7,N/A
2018,1,4,20,30,7.4,0,0,0,1,4.9,0,0,0,0,4.625,84.21000000000001,133.18,0.5,990,4.5,252,7.7,N/A
2018,1,4,21,30,7.2,0,0,0,0,4.7,0,0,0,0,4.625,84.01,141.46,0.55,991,4.800000000000001,249,7.4,N/A
2018,1,4,22,30,7,0,0,0,0,4.7,0,0,0,0,4.625,85.32000000000001,147.92000000000002,0.6,991,5,249,7.1000000000000005,N/A
2018,1,4,23,30,6.9,0,0,0,4,4.7,0,0,0,0,4.625,85.85000000000001,151.08,0.63,992,5.1000000000000005,249,7,N/A
2018,1,5,0,30,6.2,0,0,0,4,4.7,0,0,0,0,4.625,89.83,149.79,0.62,992,4.9,245,6.2,N/A
2018,1,5,1,30,6,0,0,0,7,4.7,0,0,0,0,4.625,91.63,144.55,0.58,993,4.7,241,5.800000000000001,N/A
2018,1,5,2,30,5.800000000000001,0,0,0,6,4.9,0,0,0,0,4.625,93.74,136.9,0.53,993,4.3,237,5.2,N/A
2018,1,5,3,30,5.9,0,0,0,7,5,0,0,0,0,4.625,94.24,128.05,0.48,992,3.9000000000000004,235,4.6000000000000005,N/A
2018,1,5,4,30,6.4,0,0,0,7,5.6000000000000005,0,0,0,0,4.625,94.33,118.76,0.43,992,3.5,234,3.9000000000000004,N/A
2018,1,5,5,30,7,0,0,0,7,6.2,0,0,0,0,4.625,94.74,109.49000000000001,0.37,992,3,235,3.9000000000000004,N/A
2018,1,5,6,30,7.7,0,0,0,7,6.9,0,0,0,0,4.625,94.79,100.59,0.32,992,2.5,238,4.5,N/A
2018,1,5,7,30,8,0,0,0,6,7.5,0,0,0,0,4.625,96.35000000000001,92.41,0.26,992,2,240,4.9,N/A
2018,1,5,8,30,8.200000000000001,35,179,50,7,7.6000000000000005,5,0,3,5,4.625,96.09,85.12,0.21,993,1.4000000000000001,239,5,N/A
2018,1,5,9,30,8.4,62,413,138,7,7.5,8,0,3,8,4.625,94.34,79.52,0.17,993,0.9,235,5,N/A
2018,1,5,10,30,8.700000000000001,73,544,207,4,7.6000000000000005,15,0,3,15,4.625,93,75.7,0.13,994,0.4,231,5,N/A
2018,1,5,11,30,9,81,564,236,7,7.7,12,0,0,12,4.625,91.42,74.04,0.1,994,0.1,229,4.800000000000001,N/A
2018,1,5,12,30,8.9,86,505,219,6,7.5,11,0,0,11,4.625,91.08,74.68,0.11,994,0.6000000000000001,226,4.4,N/A
2018,1,5,13,30,8.6,77,416,166,6,7.300000000000001,9,0,3,9,4.625,91.83,77.58,0.14,994,1.1,222,3.9000000000000004,N/A
2018,1,5,14,30,7.9,50,297,89,6,7,6,0,3,6,4.625,94.11,82.44,0.18,994,1.7000000000000002,220,3.7,N/A
2018,1,5,15,30,7.2,13,42,14,6,6.300000000000001,13,42,5,14,4.625,94.24,88.71000000000001,0.23,995,2.2,221,3.8000000000000003,N/A
2018,1,5,16,30,6.6000000000000005,0,0,0,7,5.800000000000001,0,0,0,0,4.625,94.4,96.84,0.28,995,2.7,222,3.6,N/A
2018,1,5,17,30,6,0,0,0,7,5.4,0,0,0,0,4.625,95.99000000000001,105.46000000000001,0.34,996,3.2,221,3.4000000000000004,N/A
2018,1,5,18,30,5.6000000000000005,0,0,0,1,5.2,0,0,0,0,4.625,97.32000000000001,114.60000000000001,0.39,996,3.7,219,3.4000000000000004,N/A
2018,1,5,19,30,5.4,0,0,0,0,5.2,0,0,0,0,4.625,98.39,123.93,0.45,997,4.1000000000000005,218,3.4000000000000004,N/A
2018,1,5,20,30,5.300000000000001,0,0,0,1,5.2,0,0,0,0,4.625,99.29,133.03,0.5,997,4.5,219,3.4000000000000004,N/A
2018,1,5,21,30,5.1000000000000005,0,0,0,1,5.1000000000000005,0,0,0,0,4.625,100,141.31,0.55,998,4.800000000000001,219,3.3000000000000003,N/A
2018,1,5,22,30,5,0,0,0,0,5,0,0,0,0,4.625,100,147.78,0.6,998,5,218,3.3000000000000003,N/A
2018,1,5,23,30,5,0,0,0,0,4.9,0,0,0,0,4.625,99.47,150.96,0.63,998,5.1000000000000005,218,3.3000000000000003,N/A
2018,1,6,0,30,4.9,0,0,0,4,4.7,0,0,0,0,4.625,98.73,149.70000000000002,0.62,999,5,216,3.1,N/A
2018,1,6,1,30,4.800000000000001,0,0,0,7,4.5,0,0,0,0,4.625,98.2,144.5,0.58,1000,4.7,213,2.8000000000000003,N/A
2018,1,6,2,30,4.800000000000001,0,0,0,7,4.5,0,0,0,0,4.625,97.59,136.87,0.53,1001,4.3,209,2.6,N/A
2018,1,6,3,30,4.800000000000001,0,0,0,4,4.5,0,0,0,0,4.625,97.79,128.03,0.48,1001,3.9000000000000004,208,2.4000000000000004,N/A
2018,1,6,4,30,4.9,0,0,0,7,4.6000000000000005,0,0,0,0,4.625,97.62,118.74000000000001,0.43,1001,3.5,209,2.1,N/A
2018,1,6,5,30,5,0,0,0,7,4.7,0,0,0,0,4.625,97.65,109.47,0.37,1002,3,209,1.7000000000000002,N/A
2018,1,6,6,30,5,0,0,0,7,4.7,0,0,0,0,4.625,98.11,100.57000000000001,0.32,1003,2.5,208,1.2000000000000002,N/A
2018,1,6,7,30,5,0,0,0,7,4.800000000000001,0,0,0,0,4.625,98.31,92.37,0.26,1004,2,210,1,N/A
2018,1,6,8,30,5,34,229,53,7,4.6000000000000005,5,0,3,5,4.625,97.18,85.06,0.21,1004,1.4000000000000001,224,0.9,N/A
2018,1,6,9,30,5,58,449,141,7,4.3,7,0,3,7,4.368,95.29,79.44,0.17,1005,0.9,268,0.6000000000000001,N/A
2018,1,6,10,30,5.2,72,550,208,7,4.3,9,0,3,9,4.368,94.07000000000001,75.61,0.13,1006,0.4,329,0.7000000000000001,N/A
2018,1,6,11,30,5.300000000000001,77,586,239,7,4.4,10,0,0,10,4.368,93.94,73.92,0.1,1006,0.1,188,1.3,N/A
2018,1,6,12,30,5.300000000000001,74,578,228,6,4.5,11,0,0,11,4.368,94.33,74.55,0.11,1007,0.6000000000000001,23,1.9000000000000001,N/A
2018,1,6,13,30,5.2,65,510,176,7,4.5,9,0,3,9,4.368,95,77.43,0.14,1007,1.1,31,2.2,N/A
2018,1,6,14,30,5.1000000000000005,46,357,94,7,4.4,6,0,3,6,4.368,95.47,82.29,0.18,1008,1.7000000000000002,36,2.3000000000000003,N/A
2018,1,6,15,30,4.9,13,59,14,7,4.4,2,0,3,2,4.368,96.48,88.57000000000001,0.23,1008,2.2,39,2.3000000000000003,N/A
2018,1,6,16,30,4.9,0,0,0,4,4.4,0,0,0,0,4.368,96.39,96.68,0.28,1009,2.7,41,2.5,N/A
2018,1,6,17,30,4.9,0,0,0,7,4.4,0,0,0,0,4.368,96.39,105.3,0.34,1010,3.2,42,2.7,N/A
2018,1,6,18,30,4.800000000000001,0,0,0,7,4.3,0,0,0,0,4.368,96.85000000000001,114.44,0.39,1011,3.7,39,2.9000000000000004,N/A
2018,1,6,19,30,4.7,0,0,0,6,4.3,0,0,0,0,4.368,97.06,123.77,0.44,1012,4.1000000000000005,36,3.1,N/A
2018,1,6,20,30,4.5,0,0,0,7,4.1000000000000005,0,0,0,0,4.368,97.22,132.87,0.5,1013,4.5,35,3.5,N/A
2018,1,6,21,30,4.2,0,0,0,7,3.8000000000000003,0,0,0,0,4.368,97.28,141.16,0.55,1014,4.800000000000001,35,3.7,N/A
2018,1,6,22,30,3.9000000000000004,0,0,0,7,3.5,0,0,0,0,4.368,96.89,147.63,0.6,1015,5,35,3.9000000000000004,N/A
2018,1,6,23,30,3.7,0,0,0,7,3.1,0,0,0,0,4.368,95.60000000000001,150.83,0.63,1015,5.1000000000000005,35,4.1000000000000005,N/A
2018,1,7,0,30,3.2,0,0,0,7,2.7,0,0,0,0,4.368,96.67,149.61,0.62,1016,5,39,4.5,N/A
2018,1,7,1,30,3,0,0,0,7,2.4000000000000004,0,0,0,0,4.368,95.86,144.44,0.58,1017,4.7,42,4.800000000000001,N/A
2018,1,7,2,30,2.7,0,0,0,4,2.1,0,0,0,0,4.368,95.52,136.83,0.53,1017,4.4,43,4.9,N/A
2018,1,7,3,30,2.3000000000000003,0,0,0,4,1.7000000000000002,0,0,0,0,4.368,95.48,128.01,0.48,1018,3.9000000000000004,42,5.1000000000000005,N/A
2018,1,7,4,30,1.8,0,0,0,4,1.1,0,0,0,0,4.368,95.39,118.72,0.43,1019,3.5,42,5.4,N/A
2018,1,7,5,30,1.2000000000000002,0,0,0,4,0.5,0,0,0,0,4.368,95,109.44,0.37,1020,3,42,5.5,N/A
2018,1,7,6,30,0.5,0,0,0,4,-0.30000000000000004,0,0,0,0,4.368,94.45,100.53,0.32,1021,2.5,44,5.5,N/A
2018,1,7,7,30,0.2,0,0,0,8,-1,0,0,0,0,4.368,91.48,92.32000000000001,0.26,1022,2,46,5.5,N/A
2018,1,7,8,30,0.6000000000000001,28,353,59,7,-1.4000000000000001,5,0,3,5,4.368,86.16,84.99,0.21,1023,1.4000000000000001,49,5.7,N/A
2018,1,7,9,30,1.5,46,579,153,7,-1.5,7,0,3,7,4.368,80.51,79.36,0.17,1023,0.9,54,6,N/A
2018,1,7,10,30,2.5,54,683,225,7,-1.6,9,0,3,9,4.368,74.56,75.5,0.13,1024,0.4,59,6.300000000000001,N/A
2018,1,7,11,30,3.1,56,718,257,7,-1.8,89,0,0,89,4.368,70.32000000000001,73.8,0.1,1023,0.1,61,6.4,N/A
2018,1,7,12,30,3.3000000000000003,55,704,245,4,-2,76,0,3,76,4.368,68.27,74.41,0.11,1023,0.6000000000000001,62,6.4,N/A
2018,1,7,13,30,2.9000000000000004,49,646,191,0,-2.1,49,646,0,191,4.368,69.64,77.28,0.14,1023,1.1,60,6.1000000000000005,N/A
2018,1,7,14,30,2,37,502,106,0,-2,37,502,0,106,4.368,74.63,82.13,0.18,1024,1.7000000000000002,59,5.7,N/A
2018,1,7,15,30,1,13,170,18,1,-2,13,170,0,18,4.368,80.13,88.41,0.23,1024,2.2,58,5.5,N/A
2018,1,7,16,30,0.4,0,0,0,0,-2,0,0,0,0,4.368,84.07000000000001,96.52,0.28,1024,2.7,58,5.5,N/A
2018,1,7,17,30,0,0,0,0,4,-1.9000000000000001,0,0,0,0,4.368,86.75,105.14,0.34,1024,3.2,59,5.4,N/A
2018,1,7,18,30,-0.4,0,0,0,4,-2,0,0,0,0,4.368,88.73,114.28,0.39,1025,3.7,60,5.4,N/A
2018,1,7,19,30,-0.9,0,0,0,4,-2.2,0,0,0,0,4.368,90.67,123.61,0.44,1025,4.1000000000000005,60,5.300000000000001,N/A
2018,1,7,20,30,-1.4000000000000001,0,0,0,4,-2.5,0,0,0,0,4.368,92.43,132.71,0.5,1024,4.5,60,5.2,N/A
2018,1,7,21,30,-1.7000000000000002,0,0,0,4,-2.7,0,0,0,0,4.368,93.13,140.99,0.55,1024,4.800000000000001,60,5.2,N/A
2018,1,7,22,30,-1.9000000000000001,0,0,0,4,-2.8000000000000003,0,0,0,0,4.368,93.22,147.48,0.6,1024,5,61,5.2,N/A
2018,1,7,23,30,-2,0,0,0,1,-3,0,0,0,0,4.368,92.67,150.69,0.63,1024,5.1000000000000005,61,5.2,N/A
2018,1,8,0,30,-2.1,0,0,0,1,-3.2,0,0,0,0,4.368,92.41,149.51,0.62,1024,5,61,5.2,N/A
2018,1,8,1,30,-2.2,0,0,0,1,-3.2,0,0,0,0,4.368,92.78,144.37,0.58,1023,4.7,63,5.2,N/A
2018,1,8,2,30,-2.2,0,0,0,1,-3.2,0,0,0,0,4.368,92.86,136.79,0.53,1023,4.4,65,5.1000000000000005,N/A
